"Lastname","Gender","Sherpa","Nation","Year","Reason"
"Pasang Tamang","m","","NEP","2003",""
"Pasang Temba Ii","m","Sherpa","NEP","2003",""
"Pasang Tenzing I","m","Sherpa","NEP","2003",""
"Pasang Tharke I","m","Sherpa","NEP","2003",""
"Pearce","m","","UK","2003",""
"Pemba I","m","Sherpa","NEP","2003",""
"Pemba Chhoti I","m","Sherpa","NEP","2003",""
"Pemba Dorje I","m","Sherpa","NEP","2003",""
"Pemba Gyalzen I (Pemba Gyalje)","m","Sherpa","NEP","2003",""
"Pemba Gyalzen Iii (Pemba Geljen)","m","Sherpa","NEP","2003",""
"Pemba Nuru I","m","Sherpa","NEP","2003",""
"Pemba Nuru Ii (Kaila)","m","Sherpa","NEP","2003",""
"Pemba Rinji I (Pemba Rinzi)","m","Sherpa","NEP","2003",""
"Pemba Rinji Ii","m","Sherpa","NEP","2003",""
"Pemba Tshering Iii (Pemba Chhiri)","m","Sherpa","NEP","2003",""
"Phu Tashi I","m","Sherpa","NEP","2003",""
"Phur Gyalzen I (Fur Geljen)","m","Sherpa","NEP","2003",""
"Phurba Chhiri (Phurba Tshering)","m","Sherpa","NEP","2003",""
"Phurba Tashi","m","Sherpa","NEP","2003",""
"Rathor","m","","NEP","2003",""
"Shekhawat","m","","IND","2003",""
"Sikk","m","","EST","2003",""
"Takahatake","m","","JAP","2003",""
"Tanaka","m","","JAP","2003",""
"Tanigawa","m","","JAP","2003",""
"Tashi Chhiring","m","Sherpa","NEP","2003",""
"Tashi Tshering I","m","Sherpa","NEP","2003",""
"Thapa Magar","m","","NEP","2003",""
"Thile Nurbu (Thile Nuru)","m","Sherpa","NEP","2003",""
"Thilen","m","Sherpa","NEP","2003",""
"Totmyanin","m","","RUS","2003",""
"Tshering Dorje Ii (Chhiring Dorje)","m","Sherpa","NEP","2003",""
"Tulpan","m","","ROM","2003",""
"Vann","m","","USA","2003",""
"Vilius","m","","LIT","2003",""
"Wang","m","","CHN","2003",""
"Wittmack","m","","USA","2003",""
"Woolums","m","","USA","2003",""
"Yamamura","m","","JAP","2003",""
"Yoshida","m","","JAP","2003",""
"Young","f","","USA","2003",""
"Zuberer","f","","CH","2003",""
"Bérhault","m","","F","2003",""
"Da Nima","m","Sherpa","NEP","2003",""
"Dawa Chhiri I (Da Chhiri)","m","Sherpa","NEP","2003",""
"Di Centa","f","","ITA","2003",""
"Dorje I","m","Sherpa","NEP","2003",""
"Guller","m","","USA","2003",""
"Lhakpa Nuru V","m","Sherpa","NEP","2003",""
"Loizeau","m","","F","2003",""
"Mugnier","m","","F","2003",""
"Namgyal I (Namgya)","m","Sherpa","NEP","2003",""
"Nawang Karsang I","m","Sherpa","NEP","2003",""
"Nima Dawa","m","Sherpa","NEP","2003",""
"Nima Gyalzen I","m","Sherpa","NEP","2003",""
"Pem Tenji (Pemba Tenzi)","m","Sherpa","NEP","2003",""
"Pemba Dorje Ii","m","Sherpa","NEP","2003",""
"Pemba Dorje Iii (Junje Pemba)","m","Sherpa","NEP","2003",""
"Anderson","m","","USA","2003",""
"Ang Pasang Iii","m","Sherpa","NEP","2003",""
"Apa (Appa)","m","Sherpa","NEP","2003",""
"Arita","m","Sherpa","NEP","2003",""
"Bhim Bahadur Gurung","m","","NEP","2003",""
"Burch","m","","USA","2003",""
"Chuldin Nuru (Chuldim)","m","Sherpa","NEP","2003",""
"Damai Chhiri","m","Sherpa","NEP","2003",""
"Dawa Jangbu I (Da Jangbu I)","m","Sherpa","NEP","2003",""
"Dawa Nurbu I (Danuru)","m","Sherpa","NEP","2003",""
"Dawa Tenzin (Dawa Tenji)","m","Sherpa","NEP","2003",""
"Debendra Bahadur Tamang","m","","NEP","2003",""
"Dendi I","m","Sherpa","NEP","2003",""
"Garibay","m","","MEX","2003",""
"Giorgio","m","","USA","2003",""
"Gujabidze","m","","GEO","2003",""
"Gyapo","m","","IND","2003",""
"Hamal Thakuri","m","","NEP","2003",""
"Hamilton","m","","UK","2003",""
"Hoffman","m","","USA","2003",""
"Jalal","m","","IND","2003",""
"Kul Bahadur Ale Magar","m","","NEP","2003",""
"Lama Jangbu","m","Sherpa","NEP","2003",""
"Lhakpa Gelu I","m","Sherpa","NEP","2003",""
"Lhakpa Tshering Iii (Lhakpa Chhiring)","m","Sherpa","NEP","2003",""
"Mingma Dorje Iii","m","Sherpa","NEP","2003",""
"Mingma Tshering I (Mingma Tsiri)","m","Sherpa","NEP","2003",""
"Mrosek","m","","GER","2003",""
"Nawang Zimba","m","Sherpa","NEP","2003",""
"Negi","m","","IND","2003",""
"Nima Tenzi (Nima Tenzing)","m","Sherpa","NEP","2003",""
"O'connor","m","","USA","2003",""
"Pasang I","m","Sherpa","NEP","2003",""
"Pasang Rita I","m","Sherpa","NEP","2003",""
"Pasang Tendi I","m","Sherpa","NEP","2003",""
"Pasang Tenzing Ii","m","Sherpa","NEP","2003",""
"Pema Tshering I","m","Sherpa","NEP","2003",""
"Pemba Chhoti Ii","m","Sherpa","NEP","2003",""
"Pemba Norbu (Pemba Nuru) Iii","m","Sherpa","NEP","2003",""
"Ponce","m","","MEX","2003",""
"Rawat","m","","IND","2003",""
"Rita Dorje (Ang Rita Dorje)","m","Sherpa","NEP","2003",""
"Rossel","m","","CH","2003",""
"Shree Bahadur Tamang","m","","NEP","2003",""
"Singh","m","","IND","2003",""
"Tenjing","m","Sherpa","NEP","2003",""
"Thapa","m","","IND","2003",""
"Thukten Dorje","m","Sherpa","NEP","2003",""
"Thundu","m","Sherpa","NEP","2003",""
"Vadasz","f","","USA","2003",""
"Vielmo","m","","ITA","2003",""
"Vilane","m","","SA","2003",""
"Yelagin","m","","RUS","2003",""
"Zwahlen","m","","CH","2003",""
"Larin","m","","RUS","2003",""
"Ang Pasang I (Pasang Nuru)","m","Sherpa","NEP","2003",""
"Benítez","m","","USA","2003",""
"Brown","m","","USA","2003",""
"Chhiri (Ang Chiring)","m","Sherpa","NEP","2003",""
"Chuldim Dorje","m","Sherpa","NEP","2003",""
"Clarke","m","","USA","2003",""
"Dorje Lama","m","Sherpa","NEP","2003",""
"Gibans","m","","USA","2003",""
"Hahn","m","","USA","2003",""
"Holt","m","","UK","2003",""
"Johnson","m","","USA","2003",""
"Kami Rita I (Topke)","m","Sherpa","NEP","2003",""
"Kami Rita Ii","m","Sherpa","NEP","2003",""
"Kami Tshering (Ang Chhiring)","m","Sherpa","NEP","2003",""
"Karsang Namgyal/Namgel","m","Sherpa","NEP","2003",""
"Lhakpa Rita I","m","Sherpa","NEP","2003",""
"Lhakpa Thundu Ii","m","Sherpa","NEP","2003",""
"Lobsang Temba","m","Sherpa","NEP","2003",""
"Mahon","m","","USA","2003",""
"Marshall","m","","USA","2003",""
"Mingma Chhiri I (Mingma Chhiring)","m","Sherpa","NEP","2003",""
"Mingma Tshering Iii (Mingma Chhiring)","m","Sherpa","NEP","2003",""
"Norton","m","","USA","2003",""
"Obert","m","","USA","2003",""
"Pemba Tenzing Ii","m","Sherpa","NEP","2003",""
"Phuru Gyalzen","m","Sherpa","NEP","2003",""
"Pierce Jones","m","","UK","2003",""
"Rickert","m","","USA","2003",""
"Rodi","m","","CAN","2003",""
"Sauls","m","","USA","2003",""
"Tashi Tshering (Zhaxi Ciren) 3","m","","CHN","2003",""
"Tejas","m","","USA","2003",""
"Tshering Dorje I","m","Sherpa","NEP","2003",""
"Valette","m","","USA","2003",""
"Whetu","m","","NZ","2003",""
"Wisedale","m","","SA","2003",""
"Bannon","m","","UK","2003",""
"Chhiring","m","Sherpa","NEP","2003",""
"Chung","m","","CHN","2003",""
"Dawa Tenzing I (Da Tenzing)","m","Sherpa","NEP","2003",""
"Dijmarescu","m","","USA","2003",""
"Dorje Sonam Gyalzen","m","Sherpa","NEP","2003",""
"Fear","f","","AUS","2003",""
"Kelly","m","","UK","2003",""
"Mcguinness","m","","NZ","2003",""
"Phurba Tashi","m","Sherpa","NEP","2003",""
"Saulnier","m","","F","2003","other"
"Karma Gyalzen","m","Sherpa","NEP","2003","Altitude sickness"
"Liszewski","m","","POL","2003","Fall"
"Bhim Bahadur Gurung","m","","NEP","2003","Fall"
"Alvial","m","","CHL","2004",""
"Barter","m","","USA","2004",""
"Bond","f","","UK","2004",""
"Cool","m","","UK","2004",""
"Flynn","m","","USA","2004",""
"Guzman","m","","CHL","2004",""
"Hoglin","m","","CAN","2004",""
"Jones","m","","NZ","2004",""
"Karma Rita","m","Sherpa","NEP","2004",""
"Lama Jangbu","m","Sherpa","NEP","2004",""
"Lhakpa Nuru Vi","m","Sherpa","NEP","2004",""
"Lhakpa Rita Ii","m","Sherpa","NEP","2004",""
"Luksic","m","","CHL","2004",""
"Mingma Tshering Iii (Mingma Chhiring)","m","Sherpa","NEP","2004",""
"Olivares","m","","CHL","2004",""
"Palden Namgye (Palden Namgyal)","m","Sherpa","NEP","2004",""
"Pema Chhiring (Pema Chhiri)","m","Sherpa","NEP","2004",""
"Pemba Nuru I","m","Sherpa","NEP","2004",""
"Phu Tashi Ii","m","Sherpa","NEP","2004",""
"Sheedy","m","","USA","2004",""
"Tanguay","m","","USA","2004",""
"Antonopoulos","m","","GRE","2004",""
"Atkins","m","","UK","2004",""
"Boileau","m","","CAN","2004",""
"Changba Nurbu (Chongba Nuru)","m","Sherpa","NEP","2004",""
"Chun","m","","SK","2004",""
"Dawa I","m","Sherpa","NEP","2004",""
"Dawa Gyalje (Dawa Gyalzen)","m","Sherpa","NEP","2004",""
"Dawa Nurbu Ii","m","Sherpa","NEP","2004",""
"Dawa Wangchuk (Dawa Ongchu)","m","Sherpa","NEP","2004",""
"Doma Chhiri","m","Sherpa","NEP","2004",""
"Dutil","m","","CAN","2004",""
"Espinoza","m","","MEX","2004",""
"Gschwendtner","m","","A","2004",""
"Heider","m","","CH","2004",""
"Jack","f","","UK","2004",""
"Jean","m","","CAN","2004",""
"Jen","m","","USA","2004",""
"Justman","m","","USA","2004",""
"Kami Chhiri Lama (Ang Kami)","m","Sherpa","NEP","2004",""
"Kotronaros","m","","GRE","2004",""
"Lhakpa Gelu I","m","Sherpa","NEP","2004",""
"Lhakpa Nuru Ii","m","Sherpa","NEP","2004",""
"Lhawang Dhondup (Nawang Dorje)","m","","NEP","2004",""
"Lila Bahadur Tamang","m","","NEP","2004",""
"Lock","m","","AUS","2004",""
"Mcmillan","m","","USA","2004",""
"Mingma I","m","Sherpa","NEP","2004",""
"Mingma Tshering I (Mingma Tsiri)","m","Sherpa","NEP","2004",""
"Mokhtarrudin","m","","MY","2004",""
"Namgyal I (Namgya)","m","Sherpa","NEP","2004",""
"Nanda Dorje (Naga Dorje)","m","Sherpa","NEP","2004",""
"Nawang I","m","Sherpa","NEP","2004",""
"Nawang Pasang I","m","Sherpa","NEP","2004",""
"Nawang Wangchu (Nawang Ongchu)","m","Sherpa","NEP","2004",""
"Nga Temba I (Ngatemba)","m","Sherpa","NEP","2004",""
"Nima Gombu (Gombu)","m","Sherpa","NEP","2004",""
"Nima Tashi","m","Sherpa","NEP","2004",""
"Nuru Wangchu","m","Sherpa","NEP","2004",""
"Ochoa","m","","MEX","2004",""
"Pasang Dawa I (Pa Dawa, Pando)","m","Sherpa","NEP","2004",""
"Pasang Norbu Ii","m","Sherpa","NEP","2004",""
"Pasang Nuru Ii (Ang Nuru, Ang Nurbu)","m","Sherpa","NEP","2004",""
"Pasang Rinji I","m","Sherpa","NEP","2004",""
"Pasang Tshering Ii (Ang Tshering)","m","Sherpa","NEP","2004",""
"Pema Tshering I","m","Sherpa","NEP","2004",""
"Pemba Dorje Ii","m","Sherpa","NEP","2004",""
"Pemba Dorje Iv (Pem Dorje)","m","Sherpa","NEP","2004",""
"Peme","m","Sherpa","NEP","2004",""
"Ponce De León","m","","MEX","2004",""
"Rozali","m","","MY","2004",""
"Shim","m","","SK","2004",""
"St. Hilaire","m","","CAN","2004",""
"Styllas","m","","GRE","2004",""
"Tashi Lhakpa","m","Sherpa","NEP","2004",""
"Tendi I","m","Sherpa","NEP","2004",""
"Thile Nurbu (Thile Nuru)","m","Sherpa","NEP","2004",""
"Thilen","m","Sherpa","NEP","2004",""
"Todd (B Harper)","f","","UK","2004",""
"Tshering Tashi I","m","Sherpa","NEP","2004",""
"Tsiantos","m","","GRE","2004",""
"Van Hoy","m","","USA","2004",""
"Volken","m","","CH","2004",""
"Voutiropoulos","m","","GRE","2004",""
"Amador","m","","E","2004",""
"Ang Babu (Jimba Zangbu)","m","Sherpa","NEP","2004",""
"Apa (Appa)","m","Sherpa","NEP","2004",""
"Benegas","m","","USA","2004",""
"Breashears","m","","USA","2004",""
"Briongos","m","","E","2004",""
"Bullard","f","","USA","2004",""
"Chhang Dawa","m","Sherpa","NEP","2004",""
"Chin","m","","USA","2004",""
"D'aubarède","m","","F","2004",""
"Dawa Jangbu I (Da Jangbu I)","m","Sherpa","NEP","2004",""
"Dawa Sona (Da Sonam)","m","Sherpa","NEP","2004",""
"Dawa Tenzing Ii","m","Sherpa","NEP","2004",""
"Goikoetxea","m","","E","2004",""
"Gustafsson","m","","SF","2004",""
"Huygh","m","","BEL","2004",""
"Jangbu Ii","m","Sherpa","NEP","2004",""
"Kami I (Kame)","m","Sherpa","NEP","2004",""
"Kami Ii","m","Sherpa","NEP","2004",""
"Klausner","m","","A","2004",""
"Koller","m","","A","2004",""
"Lhakpa Dorje Iii","m","Sherpa","NEP","2004",""
"Lhakpa Gelje","m","Sherpa","NEP","2004",""
"Lhakpa Gyalzen Ii","m","Sherpa","NEP","2004",""
"Lhakpa Tshering Ii (Lhakpa Chhiring)","m","Sherpa","NEP","2004",""
"Llopis","m","","E","2004",""
"Magitsis","m","","GRE","2004",""
"Mingma Dorje Ii","m","Sherpa","NEP","2004",""
"Mingma Dorje Iv (Mingmar Dorje)","m","Sherpa","NEP","2004",""
"Mingma Tshering Ii (Mingma Chhiri)","m","Sherpa","NEP","2004",""
"Nima Nuru I (Nima Norbu)","m","Sherpa","NEP","2004",""
"Nima Wandeki (Nima Ongdi/Wangdi)","m","Sherpa","NEP","2004",""
"Noichl","m","","A","2004",""
"Pasang Tharke I","m","Sherpa","NEP","2004",""
"Pasang Tshering Iv","m","Sherpa","NEP","2004",""
"Pemba Nuru Iii","m","Sherpa","NEP","2004",""
"Pemba Tshering Iii (Pemba Chhiri)","m","Sherpa","NEP","2004",""
"Rehfeld","m","","USA","2004",""
"Rice","m","","USA","2004",""
"Schauer","m","","A","2004",""
"Troch","m","","BEL","2004",""
"Tshering Thundu","m","Sherpa","NEP","2004",""
"Viesturs","m","","USA","2004",""
"Zachary","m","","USA","2004",""
"Aaj Tenzing","m","Sherpa","NEP","2004",""
"Ang Pasang Iv","m","Sherpa","NEP","2004",""
"Antezana","m","","USA","2004",""
"Apostolopoulos","m","","GRE","2004",""
"Argyris","m","","GRE","2004",""
"Bhanoo","m","","IND","2004",""
"Chewang Dorje I","m","Sherpa","NEP","2004",""
"Dawa Ii","m","Sherpa","NEP","2004",""
"Dorje I","m","Sherpa","NEP","2004",""
"Dorje Karsang","m","","CHN","2004",""
"Falvey","m","","IRE","2004",""
"Haines","m","","USA","2004",""
"Jang","m","","SK","2004",""
"Jangbu Iii","m","Sherpa","NEP","2004",""
"Lagwal","m","","IND","2004",""
"Lama Babu I","m","Sherpa","NEP","2004",""
"Lhakpa Gelu Ii (Lhakpa Gelbu)","m","Sherpa","NEP","2004",""
"Lhakpa Nuru Vii","m","Sherpa","NEP","2004",""
"Lhakpa Temba","m","Sherpa","NEP","2004",""
"Lisi","m","","ARG","2004",""
"Marmet","m","","F","2004",""
"Mehra","m","","IND","2004",""
"Mingma Tshering Iv","m","Sherpa","NEP","2004",""
"Mislow","m","","USA","2004",""
"Nang Chombi (Nang Chhemi)","m","Sherpa","NEP","2004",""
"Nima Gyalzen I","m","Sherpa","NEP","2004",""
"Nuru Chhiri","m","Sherpa","NEP","2004",""
"O'leary","f","","IRE","2004",""
"Park","m","","SK","2004",""
"Pasang Tendi Ii","m","Sherpa","NEP","2004",""
"Pemba Chhoti Ii","m","Sherpa","NEP","2004",""
"Pemba Gyalzen I (Pemba Gyalje)","m","Sherpa","NEP","2004",""
"Phurba Thundup (Furba Tundu)","m","Sherpa","NEP","2004",""
"Pitula","m","","F","2004",""
"Serap (Sherap)","m","Sherpa","NEP","2004",""
"Tamtin (Thomting, Tamding)","m","Sherpa","NEP","2004",""
"Tossutti","m","","ITA","2004",""
"Totev","m","","BUL","2004",""
"Tsianos","m","","GRE","2004",""
"Tsipe (Cipei)","m","","CHN","2004",""
"Waters","m","","USA","2004",""
"Ang Mingma (Mingma)","m","Sherpa","NEP","2004",""
"Ang Tashi","m","Sherpa","NEP","2004",""
"Balagué","f","","E","2004",""
"Cheddar","m","Sherpa","NEP","2004",""
"Dam","m","","IND","2004",""
"Hernández","f","","E","2004",""
"Kankan","m","","IND","2004",""
"Lochner","m","","USA","2004",""
"Man Bahadur Tamang (Gopal)","m","","NEP","2004",""
"Meggitt","m","","USA","2004",""
"Nardi","m","","ITA","2004",""
"Nima Tenzi (Nima Tenzing)","m","Sherpa","NEP","2004",""
"Pemba Tenzing Ii","m","Sherpa","NEP","2004",""
"Pompili","m","","ITA","2004",""
"Thendorje (Thendu Dorje)","m","Sherpa","NEP","2004",""
"Ang Dawa Ii","m","Sherpa","NEP","2004",""
"Ang Kami Iv","m","Sherpa","NEP","2004",""
"Boyanov","m","","BUL","2004",""
"Boyd","m","","USA","2004",""
"Bredenkamp","m","","SA","2004",""
"Carro","m","","MEX","2004",""
"Chuwang Nima (Chhewang Nima)","m","Sherpa","NEP","2004",""
"Da Chhemba (Dachhamba)","m","Sherpa","NEP","2004",""
"Dal Cin","m","","ITA","2004",""
"Dawa Gelu","m","Sherpa","NEP","2004",""
"Dawa Nuru Ii (Dawa Norbu)","m","Sherpa","NEP","2004",""
"Dawa Nuru Iii (Danuru)","m","Sherpa","NEP","2004",""
"Dijmarescu","m","","USA","2004",""
"Hahn","m","","USA","2004",""
"Hisasue","f","","JAP","2004",""
"Hristov","m","","BUL","2004",""
"Jyamchang Bhote","m","","NEP","2004",""
"Kondo","m","","JAP","2004",""
"Kouno","f","","JAP","2004",""
"Lakpa","f","","NEP","2004",""
"Lhakpa Chhiri Ii (Lhakpa Chhiring)","m","Sherpa","NEP","2004",""
"Mingma Gelu","m","Sherpa","NEP","2004",""
"Mingma Nuru Iii","m","Sherpa","NEP","2004",""
"Nima Nurbu","m","Sherpa","NEP","2004",""
"Nima Nuru Ii (Ngima Nuru)","m","Sherpa","NEP","2004",""
"Oh","f","","SK","2004",""
"Ohta","f","","JAP","2004",""
"Pasang Tamang","m","","NEP","2004",""
"Pem Tenji (Pemba Tenzi)","m","Sherpa","NEP","2004",""
"Pemba I","m","Sherpa","NEP","2004",""
"Pemba Gyalzen Iii (Pemba Geljen)","m","Sherpa","NEP","2004",""
"Petkov","m","","BUL","2004",""
"Rinjen","m","Sherpa","NEP","2004",""
"Skaug","f","","NOR","2004",""
"Takahashi","m","","JAP","2004",""
"Tashi Tshering I","m","Sherpa","NEP","2004",""
"Tshering Palden (Pande) Bhote","m","","NEP","2004",""
"Van Rooijen","m","","NL","2004",""
"Watson","m","","USA","2004",""
"Kai Zhong (Khetsun)","m","","CHN","2004",""
"La Ji","f","","CHN","2004",""
"Lhakpa (La Ba)","m","","CHN","2004",""
"Tashi Tshering (Zhaxi Ciren) 4","m","","CHN","2004",""
"Chhiring","m","Sherpa","NEP","2004",""
"Chinn","m","","NZ","2004",""
"Darling","m","","USA","2004",""
"Dawa Tenzing I (Da Tenzing)","m","Sherpa","NEP","2004",""
"Haszard","m","","NZ","2004",""
"Kuraoka","m","","JAP","2004",""
"Lhakpa Tshering V","m","Sherpa","NEP","2004",""
"Nima Dorje Iv","m","Sherpa","NEP","2004",""
"Phu Tashi Iii","m","Sherpa","NEP","2004",""
"Phurba Tashi","m","Sherpa","NEP","2004",""
"Phurbu Tsering I","m","","CHN","2004",""
"Reeves","m","","UK","2004",""
"Saito","m","","JAP","2004",""
"Skog","f","","NOR","2004",""
"Sommerfeld","m","","GER","2004",""
"Son Dorje","m","Sherpa","NEP","2004",""
"Stam","m","","NL","2004",""
"Staples","m","","NZ","2004",""
"Tamura","m","","JAP","2004",""
"Tashi Phinzo 1","m","","CHN","2004",""
"Tashi Thundup (Tashi Thundu)","m","Sherpa","NEP","2004",""
"Tenzing (Den Zeng)","m","","CHN","2004",""
"Woodward","m","","NZ","2004",""
"Abramov","m","","RUS","2004",""
"Adams","m","","USA","2004",""
"Ang Phurba Iv (Phurba)","m","Sherpa","NEP","2004",""
"Ang Sonam (Pasang Sona)","m","Sherpa","NEP","2004",""
"Bastrentaz","m","","ITA","2004",""
"Brook","m","","UK","2004",""
"Burr","m","","UK","2004",""
"Busca","m","","ITA","2004",""
"Crouse","m","","USA","2004",""
"Deegan","m","","UK","2004",""
"Dorje V","m","Sherpa","NEP","2004",""
"Dorje Sonam Gyalzen","m","Sherpa","NEP","2004",""
"Dossett","m","","CAN","2004",""
"Gambi","f","","UK","2004",""
"Gambi","m","","AUS","2004",""
"Graham","m","","USA","2004",""
"Gurmin Dorje (Girmi Dorje)","m","Sherpa","NEP","2004",""
"Hunter","m","","CAN","2004",""
"Kami Rita I (Topke)","m","Sherpa","NEP","2004",""
"Keeshan","m","","USA","2004",""
"Kili Pemba (Kilu Pemba)","m","Sherpa","NEP","2004",""
"Lhakpa Ii","m","Sherpa","NEP","2004",""
"Lhakpa Rita I","m","Sherpa","NEP","2004",""
"Lhakpa Thundu I","m","Sherpa","NEP","2004",""
"Lhakpa Tshering Iv (Lhakpa Tshiri)","m","Sherpa","NEP","2004",""
"Marquis","m","","AUS","2004",""
"Merelli","m","","ITA","2004",""
"Mills Davis","f","","USA","2004",""
"Mingma Chhiri I (Mingma Chhiring)","m","Sherpa","NEP","2004",""
"Mingma Dorje V","m","Sherpa","NEP","2004",""
"Morton","m","","USA","2004",""
"Muraguchi","m","","JAP","2004",""
"Ngawang Dhondup","m","","CHN","2004",""
"Pema Chhiring (Pema Chhiri)","m","Sherpa","NEP","2004",""
"Pemba Nuru I","m","Sherpa","NEP","2004",""
"Pemba Rinji I (Pemba Rinzi)","m","Sherpa","NEP","2004",""
"Roberts","m","","UK","2004",""
"Saunders","m","","UK","2004",""
"Sherap Jangbu (Serap Jangbu)","m","Sherpa","NEP","2004",""
"Tejas","m","","USA","2004",""
"Thukten Dorje","m","Sherpa","NEP","2004",""
"Tsheri","m","Sherpa","NEP","2004",""
"Tshering Dorje I","m","Sherpa","NEP","2004",""
"Unterkircher","m","","ITA","2004",""
"Wangchen Sonam (Wangqing Sonam)","m","","CHN","2004",""
"Watanabe","m","","JAP","2004",""
"Bello","m","","ITA","2004",""
"Confortola","m","","ITA","2004",""
"D'angelo","m","","USA","2004",""
"Pemba Nuru Ii (Kaila)","m","Sherpa","NEP","2004",""
"Pemba Tenzing I","m","Sherpa","NEP","2004",""
"Ulrich","m","","USA","2004",""
"Ang Dorje Ii (Chuldim Dorje)","m","Sherpa","NEP","2004",""
"Ang Phuri Ii (Phuri)","m","Sherpa","NEP","2004",""
"Baldry","m","","AUS","2004",""
"Benítez","m","","USA","2004",""
"Gyaluk (Gyalu Lama)","m","Sherpa","NEP","2004",""
"Horvath","m","","USA","2004",""
"Jangbu Iv","m","Sherpa","NEP","2004",""
"Lhakpa Tharke","m","Sherpa","NEP","2004",""
"Meyer","m","","USA","2004",""
"Nuru Gyalzen","m","Sherpa","NEP","2004",""
"O'carroll","f","","IRE","2004",""
"Pasang Tenzing I","m","Sherpa","NEP","2004",""
"Phu Tashi I","m","Sherpa","NEP","2004",""
"Rost","m","","USA","2004",""
"Skripko","m","","RUS","2004",""
"Tenji I (Tenzing)","m","Sherpa","NEP","2004",""
"Tenzing I (Tenzen, Tenzi)","m","Sherpa","NEP","2004",""
"Tshering Dorje Ii (Chhiring Dorje)","m","Sherpa","NEP","2004",""
"Wangdu Ii (Wangqing)","m","","CHN","2004",""
"Yonten (Yundan)","m","","CHN","2004",""
"Berg","m","","GER","2004",""
"Coster","m","","NL","2004",""
"Lhakpa Ongyal (Lhakpa Wangel)","m","Sherpa","NEP","2004",""
"Ngawang Norbu (Awang Luobo)","m","","CHN","2004",""
"Phurtse (Phurbu Tsering)","m","","CHN","2004",""
"Tashi Namgyal","m","","CHN","2004",""
"Tenzing Ii (Tenjen)","m","Sherpa","NEP","2004",""
"Mariev","m","","RUS","2004",""
"Shabalin","m","","RUS","2004",""
"Tukhvatullin","m","","UZB","2004",""
"Kuznetsov","m","","RUS","2004",""
"Sokolov","m","","RUS","2004",""
"Vinogradski","m","","RUS","2004",""
"Bobok","m","","RUS","2004",""
"Volodin","m","","RUS","2004",""
"Antezana","m","","USA","2004","Exhaustion"
"Park","m","","SK","2004","Exposure"
"Jang","m","","SK","2004","Exposure"
"Baek","m","","SK","2004","Exhaustion"
"Ohta","f","","JAP","2004","Fall"
"Hristov","m","","BUL","2004","Exhaustion"
"Maslarova","f","","BUL","2004","other"
"Ang Babu (Jimba Zangbu)","m","Sherpa","NEP","2005",""
"Da Nima","m","Sherpa","NEP","2005",""
"Dawa Chhiri Ii (Dawa Tsiri)","m","Sherpa","NEP","2005",""
"Dayula","m","Sherpa","NEP","2005",""
"Dufour","m","","CAN","2005",""
"Fernández","f","","E","2005",""
"Flock","m","","SWE","2005",""
"Frank","m","","USA","2005",""
"Fur Tenji (Phur Tenji)","m","Sherpa","NEP","2005",""
"Jangbu Iv","m","Sherpa","NEP","2005",""
"Jing","m","","USA","2005",""
"Karma Gyalzen I","m","Sherpa","NEP","2005",""
"Karma Gyeltshen","m","","BHU","2005",""
