"Lastname","Nation","Sherpa","Gender","Y"
"Pawłowski","POL","","m","1995"
"Cheng","TAI","","m","1995"
"Chiang","TAI","","f","1995"
"Lhakpa Dorje Iii","NEP","Sherpa","m","1995"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","1995"
"Tenzing Nuru","NEP","Sherpa","m","1995"
"Pustelnik","POL","","m","1995"
"Ang Rita","NEP","Sherpa","m","1995"
"Bogomolov","RUS","","m","1995"
"Khamitsayev","RUS","","m","1995"
"Korenkov","RUS","","m","1995"
"Vinogradski","RUS","","m","1995"
"Bianchi","ITA","","m","1995"
"Kuntner","ITA","","m","1995"
"Hargreaves","UK","","f","1995"
"Catão","BRA","","m","1995"
"Niclevicz","BRA","","m","1995"
"Babu Chiri","NEP","Sherpa","m","1995"
"Jourjon","F","","m","1995"
"Hall","USA","","m","1995"
"Aguilar","USA","","m","1995"
"Kaji (Pasang Kami)","NEP","Sherpa","m","1995"
"Litch","USA","","m","1995"
"Mallory","AUS","","m","1995"
"Ongda Chhiring (Ongda Tshering)","NEP","Sherpa","m","1995"
"Wangchu I","NEP","Sherpa","m","1995"
"Kirsis","LAT","","m","1995"
"Patscheider","ITA","","m","1995"
"Zauls","LAT","","m","1995"
"Hinding","A","","m","1995"
"Apa (Appa)","NEP","Sherpa","m","1995"
"Arita","NEP","Sherpa","m","1995"
"Bull","USA","","m","1995"
"Heinrich","ARG","","m","1995"
"Nima Rita","NEP","Sherpa","m","1995"
"Budnik","USA","","m","1995"
"Jangbu Ii","NEP","Sherpa","m","1995"
"Lynch","USA","","m","1995"
"Phinzo I","NEP","Sherpa","m","1995"
"Reneker","USA","","m","1995"
"Wedberg","USA","","m","1995"
"Musal Kaji Tamang","NEP","","m","1995"
"Tonsing","USA","","m","1995"
"Bukreev","KAZ","","m","1995"
"Ratcliffe","UK","","m","1995"
"Sitnikov","RUS","","m","1995"
"Kotov","RUS","","m","1995"
"Mahruki","TUR","","m","1995"
"Lacatusu","ROM","","m","1995"
"Jones","UK","","m","1995"
"Knakkergaard- Jørgensen","DK","","m","1995"
"Lhakpa Gelu I","NEP","Sherpa","m","1995"
"Shea","USA","","m","1995"
"Tshering Dorje I","NEP","Sherpa","m","1995"
"Babu Chiri","NEP","Sherpa","m","1995"
"Hache","F","","m","1995"
"Hempstead","USA","","m","1995"
"Lama Jangbu","NEP","Sherpa","m","1995"
"Child","AUS","","m","1995"
"Karsang Namgyal/Namgel","NEP","Sherpa","m","1995"
"Lobsang Temba","NEP","Sherpa","m","1995"
"Allen","AUS","","m","1995"
"Falvey","IRE","","m","1995"
"Smith","UK","","m","1995"
"Jo","SK","","m","1995"
"Zangbu (Jangbu)","NEP","Sherpa","m","1995"
"Han","SK","","m","1995"
"Hong","SK","","m","1995"
"Tashi Tshering I","NEP","Sherpa","m","1995"
"Ang Dawa Tamang","NEP","","m","1995"
"Kim","SK","","m","1995"
"Kipa (Keepa)","NEP","Sherpa","m","1995"
"Park","SK","","m","1995"
"Gau","TAI","","m","1996"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","1996"
"Nima Gombu (Gombu)","NEP","Sherpa","m","1996"
"Ang Dorje Ii (Chuldim Dorje)","NEP","Sherpa","m","1996"
"Groom","AUS","","m","1996"
"Hall","NZ","","m","1996"
"Hansen","USA","","m","1996"
"Harris","NZ","","m","1996"
"Krakauer","USA","","m","1996"
"Namba","JAP","","f","1996"
"Norbu (Nurbu, Nuru)","NEP","Sherpa","m","1996"
"Adams","USA","","m","1996"
"Beidleman","USA","","m","1996"
"Bukreev","KAZ","","m","1996"
"Fischer","USA","","m","1996"
"Fox (B Conant)","USA","","f","1996"
"Gammelgaard","DK","","f","1996"
"Hill Pittman","USA","","f","1996"
"Lobsang Jangbu","NEP","Sherpa","m","1996"
"Madsen","USA","","m","1996"
"Nawang Dorje (Da Nawang Dorje)","NEP","Sherpa","m","1996"
"Schoening","USA","","m","1996"
"Tashi Tshering I","NEP","Sherpa","m","1996"
"Tenzing I (Tenzen, Tenzi)","NEP","Sherpa","m","1996"
"Ang Gyalzen Ii","NEP","Sherpa","m","1996"
"Hanada","JAP","","m","1996"
"Pasang Kami I","NEP","Sherpa","m","1996"
"Pasang Tshering I (Pasang Tshiring)","NEP","Sherpa","m","1996"
"Shigekawa","JAP","","m","1996"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","1996"
"Dawa Tshering Iii (Dawa Chhiri)","NEP","Sherpa","m","1996"
"Kikuchi","JAP","","m","1996"
"Nima Dorje I (Dorje)","NEP","Sherpa","m","1996"
"Sugiyama","JAP","","m","1996"
"Dawa Tashi I","NEP","Sherpa","m","1996"
"Dawa Tshering Ii (Dawa Chhiri)","NEP","Sherpa","m","1996"
"Gangdal","NOR","","m","1996"
"Ulvund","NOR","","m","1996"
"Nga Temba I (Ngatemba)","NEP","Sherpa","m","1996"
"Pemba Tshering I","NEP","Sherpa","m","1996"
"Takeuchi","JAP","","m","1996"
"Kusang Dorjee","IND","Sherpa","m","1996"
"Nadre","IND","Sherpa","m","1996"
"Negi","IND","","m","1996"
"Sange Muktuk","IND","Sherpa","m","1996"
"Singh","IND","","m","1996"
"De Stefani","ITA","","m","1996"
"Gyalbu","NEP","Sherpa","m","1996"
"Nežerka","CZE","","m","1996"
"Rostrup","NOR","","m","1996"
"Dickinson","UK","","m","1996"
"Fur Geljen","NEP","Sherpa","m","1996"
"Hinkes","UK","","m","1996"
"Lhakpa Gelu I","NEP","Sherpa","m","1996"
"Mingma Dorje I","NEP","Sherpa","m","1996"
"Kokhanov","RUS","","m","1996"
"Kuznetsov","RUS","","m","1996"
"Semikolenkov","RUS","","m","1996"
"Yamazaki","JAP","","m","1996"
"Breashears","USA","","m","1996"
"Dorje Iii","NEP","Sherpa","m","1996"
"Jamling Tenzing Norgay","IND","","m","1996"
"Jangbu Ii","NEP","Sherpa","m","1996"
"Lhakpa Dorje Iii","NEP","Sherpa","m","1996"
"Muktu Lhakpa","NEP","Sherpa","m","1996"
"Schauer","A","","m","1996"
"Segarra","E","","f","1996"
"Thilen","NEP","Sherpa","m","1996"
"Viesturs","USA","","m","1996"
"Babu Chiri","NEP","Sherpa","m","1996"
"Dawa I","NEP","Sherpa","m","1996"
"Renard","F","","m","1996"
"Ang Rita","NEP","Sherpa","m","1996"
"Kropp","SWE","","m","1996"
"Martínez","E","","m","1996"
"Kammerlander","ITA","","m","1996"
"Contreras","MEX","","m","1996"
"Ponce De León","MEX","","m","1996"
"Ang Dorje Iii","NEP","Sherpa","m","1996"
"Herrod","UK","","m","1996"
"Lama Jangbu","NEP","Sherpa","m","1996"
"O'dowd","SA","","f","1996"
"Pemba Tenji (Pekka Tenja)","NEP","Sherpa","m","1996"
"Woodall","UK","","m","1996"
"Ang Gyalzen Ii","NEP","Sherpa","m","1996"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","1996"
"Dawa Tshering Iii (Dawa Chhiri)","NEP","Sherpa","m","1996"
"Gyalzen I","NEP","Sherpa","m","1996"
"Kaji (Pasang Kami)","NEP","Sherpa","m","1996"
"Sumarwati","RI","","f","1996"
"Ang Dawa Tamang","NEP","","m","1996"
"Choi","SK","","m","1996"
"Kipa (Keepa)","NEP","Sherpa","m","1996"
"Panuru (Pasang Nuru, Pa Nuru)","NEP","Sherpa","m","1996"
"Shin","SK","","m","1996"
"Apa (Appa)","NEP","Sherpa","m","1997"
"Bashkirov","RUS","","m","1997"
"Bukreev","KAZ","","m","1997"
"Dawa Nuru Ii (Dawa Norbu)","NEP","Sherpa","m","1997"
"Pratu","RI","","m","1997"
"Frolov","KAZ","","m","1997"
"Molotov","KAZ","","m","1997"
"Ovcharenko","KAZ","","m","1997"
"Suviga","KAZ","","m","1997"
"Ang Dawa Tamang","NEP","","m","1997"
"Lee","SK","","m","1997"
"Plotnikov","RUS","","m","1997"
"Shevtchenko","RUS","","m","1997"
"Cagnin","F","","m","1997"
"De Choudens","F","","m","1997"
"Vasilev","BUL","","m","1997"
"Farafonov","KAZ","","m","1997"
"Grekov","KAZ","","m","1997"
"Lavrov","KAZ","","m","1997"
"Mouravev","KAZ","","m","1997"
"Savina","KAZ","","f","1997"
"Sobolev","KAZ","","m","1997"
"Danuri (Danu)","NEP","Sherpa","m","1997"
"Babu Chiri","NEP","Sherpa","m","1997"
"Dawa I","NEP","Sherpa","m","1997"
"Kekus","UK","","m","1997"
"Magnusson","ICE","","m","1997"
"Ólafsson","ICE","","m","1997"
"Stefansson","ICE","","m","1997"
"Evans","CAN","","m","1997"
"Pepevnik","SLO","","m","1997"
"Kozjek","SLO","","m","1997"
"Athans","USA","","m","1997"
"Breashears","USA","","m","1997"
"Dorje Iii","NEP","Sherpa","m","1997"
"Jangbu Ii","NEP","Sherpa","m","1997"
"Kami I (Kame)","NEP","Sherpa","m","1997"
"Ang Dorje Ii (Chuldim Dorje)","NEP","Sherpa","m","1997"
"Carter","USA","","m","1997"
"Cotter","NZ","","m","1997"
"Gustafsson","SF","","m","1997"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","1997"
"Tashi Wangchuk Tenzing","AUS","","m","1997"
"Viesturs","USA","","m","1997"
"Blakeley","UK","","m","1997"
"Dawa Tenzi (Da Tenzi)","NEP","Sherpa","m","1997"
"Lhakpa Gelu I","NEP","Sherpa","m","1997"
"Rodríguez","MEX","","m","1997"
"Warham","UK","","m","1997"
"Delgado","MEX","","m","1997"
"Tenzing I (Tenzen, Tenzi)","NEP","Sherpa","m","1997"
"Ang Phuri Gyalzen","NEP","Sherpa","m","1997"
"Dawa Temba I","NEP","Sherpa","m","1997"
"Fura Dorje (Phura Dorje)","NEP","Sherpa","m","1997"
"Gyalzen I","NEP","Sherpa","m","1997"
"Munisamy","MY","","m","1997"
"Nagapan","MY","","m","1997"
"Nga Temba I (Ngatemba)","NEP","Sherpa","m","1997"
"Clarke","CAN","","m","1997"
"Gyalbu","NEP","Sherpa","m","1997"
"Hobson","CAN","","m","1997"
"Kami Tshering (Ang Chhiring)","NEP","Sherpa","m","1997"
"Lhakpa Tshering I","NEP","Sherpa","m","1997"
"Tashi Tshering I","NEP","Sherpa","m","1997"
"Sokolov","RUS","","m","1997"
"Zelinski","RUS","","m","1997"
"Ang Pasang I (Pasang Nuru)","NEP","Sherpa","m","1997"
"Berg","USA","","m","1997"
"Kami Rita I (Topke)","NEP","Sherpa","m","1997"
"Lhakpa Rita I","NEP","Sherpa","m","1997"
"Mingma Chhiri I (Mingma Chhiring)","NEP","Sherpa","m","1997"
"Nima Tashi","NEP","Sherpa","m","1997"
"Pemba Tenji (Pekka Tenja)","NEP","Sherpa","m","1997"
"Tenzing Nuru","NEP","Sherpa","m","1997"
"Contreras","MEX","","m","1997"
"Dawa Sona (Da Sonam)","NEP","Sherpa","m","1997"
"Pauls","LAT","","m","1997"
"Dorje I","NEP","Sherpa","m","1997"
"Kipa (Keepa)","NEP","Sherpa","m","1997"
"Muir (B Koch)","AUS","","f","1997"
"Daqimi (Da Chimyi)","CHN","","m","1997"
"Kai Zhong (Khetsun)","CHN","","m","1997"
"Tenzing Dorje (Danzhen Duoji)","CHN","","m","1997"
"Brice","NZ","","m","1997"
"Price","NZ","","m","1997"
"Bolotov","RUS","","m","1998"
"Pershin","RUS","","m","1998"
"Timofeev","RUS","","m","1998"
"Vinogradski","RUS","","m","1998"
"Abe","JAP","","m","1998"
"Ang Gyalzen Ii","NEP","Sherpa","m","1998"
"Nakajima","JAP","","m","1998"
"Nga Temba I (Ngatemba)","NEP","Sherpa","m","1998"
"Pasang Kami I","NEP","Sherpa","m","1998"
"Chavan","IND","","m","1998"
"Dawa Nuru Ii (Dawa Norbu)","NEP","Sherpa","m","1998"
"Dawa Tashi I","NEP","Sherpa","m","1998"
"Nawang Tenzing I","NEP","Sherpa","m","1998"
"Tamtin (Thomting, Tamding)","NEP","Sherpa","m","1998"
"Ang Mingma (Mingma)","NEP","Sherpa","m","1998"
"Hashimoto","JAP","","m","1998"
"Kurahashi","JAP","","m","1998"
"Nagata","JAP","","m","1998"
"Sakamoto","JAP","","m","1998"
"Sato","JAP","","m","1998"
"Kulbachenko","BLR","","m","1998"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","1998"
"Dawa Tshering Iii (Dawa Chhiri)","NEP","Sherpa","m","1998"
"Kamimura","JAP","","m","1998"
"Onodera","JAP","","m","1998"
"Dharmshaktu","IND","","m","1998"
"Nima Gyalzen I","NEP","Sherpa","m","1998"
"Phinzo Norbu (Phinzo)","NEP","Sherpa","m","1998"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","1998"
"Muraguchi","JAP","","m","1998"
"Pasang Kitar (Pasang Kidar)","NEP","Sherpa","m","1998"
"Sawada","JAP","","m","1998"
"Tshering Dorje Ii (Chhiring Dorje)","NEP","Sherpa","m","1998"
"Hámor","SLK","","m","1998"
"Plulík","SLK","","m","1998"
"Zboja","SLK","","m","1998"
"Jaroš","CZE","","m","1998"
"Nosek","CZE","","m","1998"
"Gyalzen I","NEP","Sherpa","m","1998"
"Kawahara","JAP","","m","1998"
"Yano","JAP","","m","1998"
"Ang Gyalzen I (Gyalzen)","NEP","Sherpa","m","1998"
"Ang Pasang Iii","NEP","Sherpa","m","1998"
"Apa (Appa)","NEP","Sherpa","m","1998"
"Arita","NEP","Sherpa","m","1998"
"Beavon","USA","","m","1998"
"Chuldin Nuru (Chuldim)","NEP","Sherpa","m","1998"
"Cole","USA","","m","1998"
"Demarest","USA","","m","1998"
"Hoffman","USA","","m","1998"
"Nima Rita","NEP","Sherpa","m","1998"
"Pemba Norbu (Pemba Nuru) Iii","NEP","Sherpa","m","1998"
"Scaturro","USA","","m","1998"
"Cheshmeh Ghasabani","IRN","","m","1998"
"Chuldim Dorje","NEP","Sherpa","m","1998"
"Dawa Tenzi (Da Tenzi)","NEP","Sherpa","m","1998"
"Najarian","IRN","","m","1998"
"Olanj","IRN","","m","1998"
"Oraz","IRN","","m","1998"
"Pemba Rinji I (Pemba Rinzi)","NEP","Sherpa","m","1998"
"Rhoads","USA","","m","1998"
"Tashi Tshering I","NEP","Sherpa","m","1998"
"Berg","USA","","m","1998"
"Moshnikov","RUS","","m","1998"
"Roman","F","","m","1998"
"Arsentiev (B Yarbro)","USA","","f","1998"
"Arsentiev","RUS","","m","1998"
"Dawa Ii","NEP","Sherpa","m","1998"
"Kondo","JAP","","m","1998"
"Radjapov","UZB","","m","1998"
"Baskakova","UZB","","f","1998"
"Fedorov","UZB","","m","1998"
"Grigoriev","UZB","","m","1998"
"Sokolov","UZB","","m","1998"
"Usaev","UZB","","m","1998"
"Balmagambetov","UZB","","m","1998"
"Dukukin","UZB","","m","1998"
"Mats","UZB","","m","1998"
"Tukhvatullin","UZB","","m","1998"
"Zaikin","UZB","","m","1998"
"Lama Jangbu","NEP","Sherpa","m","1998"
"Lhakpa Gelu I","NEP","Sherpa","m","1998"
"Ci Luo (Tselo)","CHN","","m","1998"
"Dawa Nuru Iii (Danuru)","NEP","Sherpa","m","1998"
"John","USA","","m","1998"
"Lhakpa Rita Ii","NEP","Sherpa","m","1998"
"Jennings","UK","","m","1998"
"Nima Wangchu I (Nima Ongchu)","NEP","Sherpa","m","1998"
"Brice","NZ","","m","1998"
"Karsang Namgyal/Namgel","NEP","Sherpa","m","1998"
"Tsuzuki","JAP","","f","1998"
"Guarachi","BOL","","m","1998"
"Dorje Iii","NEP","Sherpa","m","1998"
"Fura Dorje (Phura Dorje)","NEP","Sherpa","m","1998"
"Kami Rita I (Topke)","NEP","Sherpa","m","1998"
"Khoo","SIN","","m","1998"
"Nawang Phurba","NEP","Sherpa","m","1998"
"Siew","MY","","m","1998"
"Dhillon","UK","","m","1998"
"Kusang Dorjee","IND","Sherpa","m","1998"
"Nima Dorje Ii (Boka Lama)","NEP","Sherpa","m","1998"
"Nima Gombu (Gombu)","NEP","Sherpa","m","1998"
"Walsh","UK","","m","1998"
"Rockenbauer","A","","m","1998"
"Grylls","UK","","m","1998"
"Laughton","UK","","m","1998"
"Pasang Dawa I (Pa Dawa, Pando)","NEP","Sherpa","m","1998"
"Pasang Tshering Ii (Ang Tshering)","NEP","Sherpa","m","1998"
"Silva","AUS","","m","1998"
"Alpert","USA","","m","1998"
"Panuru (Pasang Nuru, Pa Nuru)","NEP","Sherpa","m","1998"
"Sloezen","USA","","m","1998"
"Dawa Sona (Da Sonam)","NEP","Sherpa","m","1998"
"Lhakpa Tshering I","NEP","Sherpa","m","1998"
"Norbu (Nurbu, Nuru)","NEP","Sherpa","m","1998"
"Rhoads","USA","","m","1998"
"Tashi Tshering I","NEP","Sherpa","m","1998"
"Whittaker","USA","","m","1998"
"Pitarch","E","","m","1998"
"Kaji (Pasang Kami)","NEP","Sherpa","m","1998"
"Tashi Tshering I","NEP","Sherpa","m","1998"
"Changba Nurbu (Chongba Nuru)","NEP","Sherpa","m","1999"
"Dorje Iii","NEP","Sherpa","m","1999"
"Voyer","CAN","","m","1999"
"Ang Chiri","NEP","Sherpa","m","1999"
"Chlumska","SWE","","f","1999"
"Kami I (Kame)","NEP","Sherpa","m","1999"
"Kropp","SWE","","m","1999"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","1999"
"Avila","MEX","","f","1999"
"Brown","UK","","m","1999"
"Lapkass","USA","","m","1999"
"Pasang Tshering Ii (Ang Tshering)","NEP","Sherpa","m","1999"
"Ratcliffe","UK","","m","1999"
"Athans","USA","","m","1999"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","1999"
"Crouse","USA","","m","1999"
"Dorje I","NEP","Sherpa","m","1999"
"Gyalzen I","NEP","Sherpa","m","1999"
"Nga Temba I (Ngatemba)","NEP","Sherpa","m","1999"
"Phu Tashi I","NEP","Sherpa","m","1999"
"Babu Chiri","NEP","Sherpa","m","1999"
"Dawa I","NEP","Sherpa","m","1999"
"Nima Dorje Ii (Boka Lama)","NEP","Sherpa","m","1999"
"Gorbach","UKR","","m","1999"
"Kopytko","UKR","","m","1999"
"Terzyul","UKR","","m","1999"
"Chewang Dorje I","NEP","Sherpa","m","1999"
"Gigani","GEO","","m","1999"
"Gujabidze","GEO","","m","1999"
"Kashakashvili","GEO","","m","1999"
"Nawang Tenzing Ii (Nawangle)","NEP","Sherpa","m","1999"
"Sarkisov","GEO","","m","1999"
"Nima Gombu (Gombu)","NEP","Sherpa","m","1999"
"Ogwyn","USA","","m","1999"
"Tenzing I (Tenzen, Tenzi)","NEP","Sherpa","m","1999"
"Benegas","USA","","m","1999"
"Brown","UK","","m","1999"
"Dawa Nurbu I (Danuru)","NEP","Sherpa","m","1999"
"Doyle","UK","","m","1999"
"Kami Rita I (Topke)","NEP","Sherpa","m","1999"
"Lhakpa Gelu I","NEP","Sherpa","m","1999"
"Matthews","UK","","m","1999"
"Niarchos","GRE","","m","1999"
"Nima Gyalzen I","NEP","Sherpa","m","1999"
"Ortega","PER","","m","1999"
"Pasang Kitar (Pasang Kidar)","NEP","Sherpa","m","1999"
"Pemba Rinji I (Pemba Rinzi)","NEP","Sherpa","m","1999"
"Rodney","CAN","","m","1999"
"Smith","UK","","m","1999"
"Staartjes","NL","","f","1999"
"Tshering Dorje I","NEP","Sherpa","m","1999"
"Dawa Tshering Iii (Dawa Chhiri)","NEP","Sherpa","m","1999"
"Krishna Bahadur Tamang (Jeta)","NEP","","m","1999"
"Nawang Wangchu (Nawang Ongchu)","NEP","Sherpa","m","1999"
"Nima Wangchu I (Nima Ongchu)","NEP","Sherpa","m","1999"
"Noguchi","JAP","","m","1999"
"Pasang Dawa I (Pa Dawa, Pando)","NEP","Sherpa","m","1999"
"Trueman","UK","","m","1999"
"Anker","USA","","m","1999"
"Hahn","USA","","m","1999"
"Debrouwer","BEL","","m","1999"
"Garcia","POR","","m","1999"
"Kudelski","POL","","m","1999"
"Masełko","POL","","m","1999"
"Pawłowski","POL","","m","1999"
"Korshunov","RUS","","m","1999"
"Barth","USA","","m","1999"
"Nanda Dorje (Naga Dorje)","NEP","Sherpa","m","1999"
"Apa (Appa)","NEP","Sherpa","m","1999"
"Dijmarescu","USA","","m","1999"
"Khabazi","GEO","","m","1999"
"Man Bahadur Tamang (Gopal)","NEP","","m","1999"
"Tsikhiseli","GEO","","m","1999"
"Ugulava","GEO","","m","1999"
"Lago","E","","f","1999"
"Martini","ITA","","m","1999"
"Samdu","NEP","Sherpa","m","1999"
"Lushnikov","RUS","","m","1999"
"Guevara","MEX","","m","1999"
"Lhakpa Nuru Ii","NEP","Sherpa","m","1999"
"Mingma Chhiri I (Mingma Chhiring)","NEP","Sherpa","m","1999"
"Pemba I","NEP","Sherpa","m","1999"
"Rodríguez","MEX","","m","1999"
"Babu Chiri","NEP","Sherpa","m","1999"
"Dawa I","NEP","Sherpa","m","1999"
"Dawa Temba I","NEP","Sherpa","m","1999"
"Nima Dorje Ii (Boka Lama)","NEP","Sherpa","m","1999"
"Sjögren","SWE","","m","1999"
"Sjögren (B Marikova)","SWE","","f","1999"
"Fura Dorje (Phura Dorje)","NEP","Sherpa","m","1999"
"Orona","ARG","","m","1999"
"Vallejo","ECU","","m","1999"
"Wheelock","MEX","","f","1999"
"Hengge","GER","","f","1999"
"Karsang Namgyal/Namgel","NEP","Sherpa","m","1999"
"Kozuka","JAP","","m","1999"
"Lobsang Temba","NEP","Sherpa","m","1999"
"Phurba Tashi","NEP","Sherpa","m","1999"
"Robb","AUS","","m","1999"
"Kusang Dorjee","IND","Sherpa","m","1999"
"Prakash","IND","","m","1999"
"Sange Muktuk","IND","Sherpa","m","1999"
"Mankinen","SF","","m","1999"
"Piela","SF","","m","1999"
"Akbu (Akebu)","CHN","","m","1999"
"Guisang (Kuisang)","CHN","","f","1999"
"Jiabu (Gyalbu)","CHN","","m","1999"
"Jiji (Gigi)","CHN","","f","1999"
"Lhakpa (La Ba)","CHN","","m","1999"
"Luoze (Lodue)","CHN","","m","1999"
"Pemba Tashi (Bianba Zaxi) I","CHN","","m","1999"
"Rena (Ren Na)","CHN","","m","1999"
"Tashi Tshering (Zhaxi Ciren) 1","CHN","","m","1999"
"Tsering Dorje I (Cerin Duoji)","CHN","","m","1999"
"Lama Jangbu","NEP","Sherpa","m","1999"
"O'dowd","SA","","f","1999"
"Pemba Tenji (Pekka Tenja)","NEP","Sherpa","m","1999"
"Woodall","UK","","m","1999"
"Aleksandrov","RUS","","m","2000"
"Aristov","RUS","","m","2000"
"Fukolov","RUS","","m","2000"
"Kadoshnikov","RUS","","m","2000"
"Bayona","E","","m","2000"
"Belmonte","E","","m","2000"
"Nima Nuru I (Nima Norbu)","NEP","Sherpa","m","2000"
"Tamtin (Thomting, Tamding)","NEP","Sherpa","m","2000"
"Barry","UK","","m","2000"
"Lama Jangbu","NEP","Sherpa","m","2000"
"Murray","UK","","f","2000"
"Pemba Gyalzen I (Pemba Gyalje)","NEP","Sherpa","m","2000"
"Salter","UK","","m","2000"
"Mo","SK","","m","2000"
"Park","SK","","m","2000"
"Vrijlandt","NL","","m","2000"
"Walters","AUS","","m","2000"
"Hosaka","JAP","","m","2000"
"Kodama","JAP","","m","2000"
"Nima Gyalzen I","NEP","Sherpa","m","2000"
"Pemba Dorje Ii","NEP","Sherpa","m","2000"
"Yashima","JAP","","m","2000"
"Bershov","UKR","","m","2000"
"Iakimov","RUS","","m","2000"
"Kravchenko","RUS","","m","2000"
"Nedelkin","RUS","","m","2000"
"Hurschler","CH","","m","2000"
"Kobler","CH","","m","2000"
"Nawang Thile (Pemba Dorje)","NEP","Sherpa","m","2000"
"Ezaki","JAP","","m","2000"
"Kudo","JAP","","m","2000"
"Palden Namgye (Palden Namgyal)","NEP","Sherpa","m","2000"
"Phinzo Ii (Phinjo)","NEP","Sherpa","m","2000"
"Takahashi","JAP","","f","2000"
"Matsumoto","JAP","","m","2000"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","2000"
"Pemba Gyalzen Ii","NEP","Sherpa","m","2000"
"Rosenbaum","AUS","","m","2000"
"Webster","CAN","","m","2000"
"Dawa Nurbu I (Danuru)","NEP","Sherpa","m","2000"
"Dorje I","NEP","Sherpa","m","2000"
"Dorje Iii","NEP","Sherpa","m","2000"
"Lhakpa Gelu I","NEP","Sherpa","m","2000"
"Sabir","PAK","","m","2000"
"James","UK","","m","2000"
"Nga Temba I (Ngatemba)","NEP","Sherpa","m","2000"
"White","UK","","m","2000"
"Norbu (Nurbu, Nuru)","NEP","Sherpa","m","2000"
"Ogio","JAP","","m","2000"
"Tenzing I (Tenzen, Tenzi)","NEP","Sherpa","m","2000"
"Ang Mingma (Mingma)","NEP","Sherpa","m","2000"
"Ang Pasang Iii","NEP","Sherpa","m","2000"
"Ang Phurba Iv (Phurba)","NEP","Sherpa","m","2000"
"Lakpa","NEP","","f","2000"
"Dijmarescu","USA","","m","2000"
"Gyalu Lama (Ang Gyalu Lama)","NEP","Sherpa","m","2000"
"Kobayashi","JAP","","m","2000"
"Konno","JAP","","m","2000"
"Nawang Tenzing I","NEP","Sherpa","m","2000"
"Pasang Kami Ii","NEP","Sherpa","m","2000"
"Tanaka","JAP","","m","2000"
"Yamashita","JAP","","m","2000"
"Afanassiev","RUS","","m","2000"
"Bokov","UKR","","m","2000"
"Sedusov","RUS","","m","2000"
"Zakharov","RUS","","m","2000"
"Fahrner","CH","","m","2000"
"Pemba Doma Thaktopa","NEP","","f","2000"
"Nawang Dorje (Da Nawang Dorje)","NEP","Sherpa","m","2000"
"Pasang Kitar (Pasang Kidar)","NEP","Sherpa","m","2000"
"Yamamoto","JAP","","m","2000"
"Dawa Chhiri Ii (Dawa Tsiri)","NEP","Sherpa","m","2000"
"Dawa Temba I","NEP","Sherpa","m","2000"
"Granlien","DK","","m","2000"
"Norreslet","DK","","m","2000"
"Lhakpa Tshering I","NEP","Sherpa","m","2000"
"Yan","CHN","","m","2000"
"Babu Chiri","NEP","Sherpa","m","2000"
"Dawa I","NEP","Sherpa","m","2000"
"Ang Dorje Ii (Chuldim Dorje)","NEP","Sherpa","m","2000"
"Karchen Dawa","NEP","Sherpa","m","2000"
"Lhakpa Tshering Ii (Lhakpa Chhiring)","NEP","Sherpa","m","2000"
"Mingma Dorje Ii","NEP","Sherpa","m","2000"
"Mingma Tenzing I","NEP","Sherpa","m","2000"
"Nuru Wangchu","NEP","Sherpa","m","2000"
"Smith","CAN","","m","2000"
"Tenzing Dorje","NEP","Sherpa","m","2000"
"Nima Dawa","NEP","Sherpa","m","2000"
"Czerwińska","POL","","f","2000"
"Pasang Tshering Iii (Ang Pasang)","NEP","Sherpa","m","2000"
"Garra","E","","m","2000"
"González","E","","m","2000"
"Jara","E","","m","2000"
"Brown","USA","","m","2000"
"Hahn","USA","","m","2000"
"Kami Tshering (Ang Chhiring)","NEP","Sherpa","m","2000"
"Phu Tashi I","NEP","Sherpa","m","2000"
"Tashi Tshering I","NEP","Sherpa","m","2000"
"Chewang Dorje I","NEP","Sherpa","m","2000"
"Toossi","USA","","m","2000"
